101,1,-1.98,-0.48
102,1,1.08,-0.12
103,1,32.86,7.29
104,1,-0.7,-0.02
105,1,-0.42,9.52
106,1,0.19,0.61
107,1,0.26,-0.48
108,1,0.98,0.07
109,1,1.05,0.37
110,1,-0.73,-0.5
111,1,-0.66,-0.28
112,1,-0.17,-0.62
113,1,1.19,1.99
114,1,0.57,0.31
115,1,-1.07,-0.59
116,1,-1.33,-0.47
117,1,0.03,-0.45
118,1,-0.55,-0.26
119,1,3.78,0.71
120,1,-0.8,-0.38
121,1,-0.81,-0.37
122,1,1.3,0.65
123,1,0.05,0.18
124,1,-0.68,-0.64
125,1,-1.52,-0.45
126,1,-0.34,-0.37
127,1,0.72,-0.07
128,1,-1.24,-0.43
129,1,-1.05,-0.42
130,1,-0.77,-0.74
131,1,-2.03,-0.46
132,1,89.01,nan
133,1,-0.83,-0.49
134,1,-0.15,-0.27
135,1,0.18,-0.01
136,1,1.49,0.1
137,1,-0.1,-0.0
138,1,-0.64,-0.25
139,1,-1.36,-0.87
140,1,-0.46,-0.59
141,1,-0.25,-0.28
142,1,-0.49,-0.42
143,1,0.47,-0.45
144,1,0.17,0.04
145,1,0.39,0.43
146,1,1.05,0.2
147,1,-0.96,-0.33
148,1,-0.47,-0.18
149,1,-1.28,-0.43
150,1,-0.99,-0.56
151,1,-0.7,-0.39
152,1,-0.2,-0.3
153,1,0.98,-0.57
154,1,-0.44,0.06
155,1,-0.22,-0.62
156,1,-0.45,-0.46
157,1,-0.97,-0.68
158,1,-0.24,0.16
159,1,-0.18,0.41
160,1,-0.59,-0.64
161,1,4.21,0.9
162,1,1.59,-0.22
163,1,-0.38,-0.1
164,1,-0.65,-0.57
165,1,-0.61,-0.06
166,1,-0.42,-0.2
167,1,0.21,-0.2
168,1,4.91,0.03
169,1,-0.78,-0.46
170,1,-0.12,0.54
171,1,-0.26,0.05
172,1,-0.42,-0.3
173,1,110.73,26.7
174,1,-0.42,-0.23
175,1,-1.39,-0.54
176,1,-0.07,-0.19
177,1,2.53,0.64
178,1,-0.51,-0.55
179,1,0.44,0.35
180,1,-0.73,-0.23
181,1,-0.56,0.0
182,1,0.51,-0.14
183,1,-1.31,-0.29
184,1,0.03,-0.53
185,1,-0.42,-0.04
186,1,46.88,4.99
187,1,-0.59,-0.33
188,1,-0.47,-0.35
189,1,-0.95,-0.35
190,1,0.4,0.71
191,1,4.38,0.37
192,1,-1.11,-0.49
193,1,0.13,-0.53
194,1,-0.23,0.04
195,1,-0.7,-0.41
196,1,-1.36,-0.72
197,1,-0.93,-0.4
198,1,-0.17,0.34
199,1,-0.48,-0.23
200,1,-0.35,-0.49
201,1,-0.68,-0.66
202,1,-0.72,-0.32
203,1,-0.32,-0.25
204,1,-0.56,-0.42
205,1,-0.5,-0.25
206,1,-0.71,-0.82
207,1,-1.08,-0.82
208,1,-0.8,-0.65
209,1,-0.43,-0.3
210,1,2.49,nan
211,1,-0.54,-0.5
212,1,-0.49,1.04
213,1,-2.39,-0.94
214,1,-0.93,-0.52
215,1,29.86,5.56
216,1,-0.47,-0.27
217,1,-0.53,-0.36
218,1,-0.83,-0.45
219,1,-0.85,-0.33
220,1,-1.45,-0.33
221,1,-0.99,-0.38
222,1,-0.51,-0.64
223,1,1.41,0.39
224,1,-0.56,-0.56
225,1,-0.79,-0.53
226,1,8.14,0.07
227,1,-0.7,-0.4
228,1,1.8,-0.08
229,1,0.84,1.39
230,1,-0.9,1.26
231,1,1.28,-0.29
232,1,-0.78,-0.39
233,1,0.18,-0.36
234,1,2.02,0.07
235,1,nan,0.77
236,1,-0.37,-0.25
237,1,-0.76,-0.49
238,1,-1.42,-0.42
239,1,2.79,-0.22
240,1,-0.96,-0.24
241,1,-0.84,-0.68
242,1,0.22,-0.08
243,1,1.64,2.09
244,1,38.21,nan
245,1,-1.87,-0.85
246,1,0.03,-0.28
247,1,-0.03,0.2
248,1,-1.0,-0.45
249,1,-0.47,-0.24
250,1,0.59,-0.3
251,1,-0.55,-0.36
252,1,0.95,0.56
253,1,-0.46,-0.15
254,1,-1.26,-0.47
255,1,1.32,-0.01
256,1,-0.74,-0.46
257,1,-0.0,-0.1
258,1,-0.23,-0.37
259,1,-0.69,4.54
260,1,0.0,-0.29
261,1,-0.57,-0.49
262,1,nan,-16.15
263,1,-0.72,-0.79
264,1,-0.8,-0.6
