101,1,0.0,0.0
101,2,8.6,12.29
101,3,157.8,204.55
101,4,112.0,45.42
101,5,237.6,46.8
101,6,559.0,231.82
101,7,155.2,113.18
102,1,0.0,0.0
102,2,4.44,8.6
102,3,72.56,45.61
102,4,387.33,377.39
102,5,479.11,343.28
102,6,804.33,418.25
102,7,156.33,103.54
103,1,0.0,0.0
103,2,9.57,9.57
103,3,82.43,63.74
103,4,145.43,103.58
103,5,568.71,311.03
103,6,643.86,398.57
103,7,112.0,74.74
104,1,0.0,0.0
104,2,281.75,523.77
104,3,6395.0,10367.07
104,4,11163.75,13538.15
104,5,23275.88,24531.65
104,6,26302.75,25596.58
104,7,5745.88,5877.35
105,1,0.29,0.45
105,2,6.14,14.64
105,3,195.14,450.46
105,4,1188.71,2432.54
105,5,4755.0,11076.62
105,6,10375.71,23871.9
105,7,2217.71,5174.72
106,1,0.0,0.0
106,2,22.83,34.58
106,3,358.5,354.76
106,4,398.67,458.28
106,5,881.67,717.81
106,6,1687.33,1698.67
106,7,377.17,554.76
107,1,0.0,0.0
107,2,3.0,3.56
107,3,81.67,83.49
107,4,205.67,101.7
107,5,998.33,400.66
107,6,2121.33,831.81
107,7,504.0,95.26
108,1,0.0,0.0
108,2,3.0,3.0
108,3,30.0,6.36
108,4,226.25,40.54
108,5,1286.0,241.3
108,6,2929.25,843.74
108,7,652.5,175.45
109,1,0.0,0.0
109,2,5.88,7.96
109,3,77.62,93.23
109,4,426.0,551.49
109,5,766.38,830.12
109,6,1020.38,732.19
109,7,238.88,200.21
110,1,0.33,0.47
110,2,14.0,19.8
110,3,457.67,594.0
110,4,2547.67,3196.65
110,5,11076.33,14699.43
110,6,24415.67,31363.97
110,7,5377.33,6721.32
111,1,0.0,0.0
111,2,2.5,4.31
111,3,31.67,20.18
111,4,50.83,44.67
111,5,323.83,184.82
111,6,732.83,638.47
111,7,141.83,124.97
112,1,0.0,0.0
112,2,0.0,0.0
112,3,57.5,86.37
112,4,89.5,59.71
112,5,146.17,217.64
112,6,448.83,512.94
112,7,173.17,182.87
113,1,0.0,0.0
113,2,16.83,36.75
113,3,221.83,387.98
113,4,568.33,557.54
113,5,922.17,665.27
113,6,1616.83,1764.03
113,7,414.33,548.98
114,1,0.0,0.0
114,2,4.33,8.42
114,3,20.67,17.9
114,4,111.83,56.35
114,5,528.17,406.75
114,6,2051.0,1292.13
114,7,554.17,237.43
115,1,0.0,0.0
115,2,0.67,0.94
115,3,95.33,29.36
115,4,167.5,48.27
115,5,867.0,423.27
115,6,2551.67,2089.94
115,7,440.67,413.56
116,1,0.0,0.0
116,2,0.4,0.49
116,3,90.2,42.28
116,4,109.2,54.29
116,5,593.2,235.32
116,6,1645.8,572.37
116,7,356.8,136.85
117,1,0.0,0.0
117,2,8.5,12.1
117,3,161.5,189.41
117,4,253.6,338.68
117,5,746.2,938.82
117,6,3179.5,6713.9
117,7,1117.9,2374.46
118,1,0.0,0.0
118,2,5.6,5.0
118,3,47.8,15.18
118,4,86.0,53.35
118,5,771.8,515.12
118,6,1241.8,959.39
118,7,244.6,243.58
119,1,0.0,0.0
119,2,8.67,4.5
119,3,100.0,53.89
119,4,60.0,18.78
119,5,203.0,58.03
119,6,1113.0,621.65
119,7,229.33,77.14
120,1,0.0,0.0
120,2,7.33,4.68
120,3,132.5,92.98
120,4,367.83,152.95
120,5,831.33,340.45
120,6,1388.67,982.57
120,7,341.17,232.14
121,1,0.0,0.0
121,2,225.5,358.35
121,3,2497.5,3854.21
121,4,2556.0,3594.18
121,5,2266.25,2070.81
121,6,2405.75,1940.31
121,7,402.0,330.73
122,1,0.0,0.0
122,2,18.71,36.4
122,3,110.57,105.85
122,4,543.29,446.3
122,5,5768.43,4780.35
122,6,13714.0,10246.56
122,7,2524.14,1610.72
123,1,0.0,0.0
123,2,2.67,2.94
123,3,87.22,89.17
123,4,350.44,261.15
123,5,800.44,1114.59
123,6,912.33,1314.5
123,7,162.56,204.06
124,1,0.0,0.0
124,2,0.67,1.25
124,3,36.44,28.02
124,4,109.22,135.27
124,5,501.67,488.85
124,6,1970.0,1767.51
124,7,451.11,475.82
125,1,0.0,0.0
125,2,0.0,0.0
125,3,1.0,1.0
125,4,41.0,38.0
125,5,86.5,67.5
125,6,172.5,59.5
125,7,36.5,21.5
126,1,0.0,0.0
126,2,0.5,1.12
126,3,32.17,26.51
126,4,37.0,44.08
126,5,113.83,161.14
126,6,377.17,369.46
126,7,212.83,279.54
127,1,0.0,0.0
127,2,0.5,0.5
127,3,75.0,6.96
