4,neighborhood,cold,101
5,neighborhood,cold,101
6,neighborhood,cold,101
7,neighborhood,cold,101
2,neighborhood,hot,102
3,neighborhood,hot,102
7,neighborhood,hot,102
2,neighborhood,hot,103
3,neighborhood,hot,103
4,neighborhood,hot,103
5,neighborhood,hot,103
6,neighborhood,hot,103
7,neighborhood,hot,103
2,neighborhood,hot,107
3,neighborhood,hot,107
4,neighborhood,hot,107
6,neighborhood,cold,107
3,neighborhood,hot,108
6,neighborhood,hot,108
2,neighborhood,hot,109
6,neighborhood,hot,109
7,neighborhood,hot,109
3,neighborhood,cold,111
4,neighborhood,cold,111
5,neighborhood,hot,113
6,neighborhood,hot,113
3,neighborhood,hot,114
4,neighborhood,hot,114
5,neighborhood,hot,114
3,neighborhood,cold,115
4,neighborhood,cold,115
5,neighborhood,cold,115
3,neighborhood,hot,116
5,neighborhood,cold,116
6,neighborhood,cold,116
2,neighborhood,cold,118
3,neighborhood,cold,118
2,neighborhood,hot,119
3,neighborhood,hot,119
4,neighborhood,hot,119
5,neighborhood,hot,119
6,neighborhood,hot,119
7,neighborhood,hot,119
2,neighborhood,cold,120
3,neighborhood,cold,120
4,neighborhood,cold,120
5,neighborhood,cold,120
6,neighborhood,cold,121
7,neighborhood,cold,121
4,neighborhood,hot,122
5,neighborhood,hot,122
6,neighborhood,hot,122
2,neighborhood,hot,123
3,neighborhood,hot,123
4,neighborhood,cold,125
5,neighborhood,cold,125
6,neighborhood,cold,125
7,neighborhood,cold,125
3,neighborhood,cold,127
4,neighborhood,cold,127
5,neighborhood,cold,127
7,neighborhood,hot,127
5,neighborhood,cold,128
6,neighborhood,cold,128
7,neighborhood,cold,128
3,neighborhood,hot,129
4,neighborhood,cold,129
5,neighborhood,cold,129
2,neighborhood,cold,130
3,neighborhood,cold,130
2,neighborhood,hot,131
5,neighborhood,cold,131
6,neighborhood,cold,131
7,neighborhood,cold,131
1,neighborhood,hot,132
2,neighborhood,hot,132
3,neighborhood,hot,132
4,neighborhood,hot,132
5,neighborhood,hot,132
6,neighborhood,hot,132
7,neighborhood,hot,132
3,neighborhood,cold,133
4,neighborhood,cold,133
4,neighborhood,hot,134
7,neighborhood,hot,134
2,neighborhood,hot,135
3,neighborhood,hot,135
4,neighborhood,hot,135
5,neighborhood,hot,135
5,neighborhood,hot,136
6,neighborhood,hot,136
7,neighborhood,hot,136
4,neighborhood,cold,138
5,neighborhood,cold,139
6,neighborhood,cold,139
7,neighborhood,cold,139
3,neighborhood,hot,143
2,neighborhood,hot,144
3,neighborhood,hot,144
4,neighborhood,cold,146
5,neighborhood,hot,146
5,neighborhood,cold,147
4,neighborhood,hot,148
4,neighborhood,hot,149
6,neighborhood,cold,149
4,neighborhood,cold,150
6,neighborhood,cold,150
4,neighborhood,cold,151
4,neighborhood,cold,152
7,neighborhood,hot,152
2,neighborhood,hot,153
4,neighborhood,cold,153
6,neighborhood,hot,153
7,neighborhood,hot,153
3,neighborhood,cold,154
4,neighborhood,cold,154
3,neighborhood,hot,155
2,neighborhood,hot,157
3,neighborhood,hot,158
2,neighborhood,hot,159
4,neighborhood,hot,159
4,neighborhood,hot,161
5,neighborhood,hot,161
6,neighborhood,hot,161
7,neighborhood,hot,161
5,neighborhood,hot,162
7,neighborhood,hot,162
3,neighborhood,cold,164
3,neighborhood,hot,167
4,neighborhood,hot,167
5,neighborhood,hot,168
6,neighborhood,hot,168
7,neighborhood,hot,168
3,neighborhood,hot,170
2,neighborhood,hot,173
3,neighborhood,hot,173
4,neighborhood,hot,173
5,neighborhood,hot,173
6,neighborhood,hot,173
7,neighborhood,hot,173
2,neighborhood,cold,174
3,neighborhood,cold,175
4,neighborhood,cold,175
5,neighborhood,cold,175
6,neighborhood,cold,175
7,neighborhood,cold,175
4,neighborhood,cold,176
7,neighborhood,hot,176
3,neighborhood,hot,177
4,neighborhood,hot,177
5,neighborhood,hot,177
6,neighborhood,hot,177
7,neighborhood,hot,177
4,neighborhood,hot,179
2,neighborhood,cold,180
6,neighborhood,hot,182
6,neighborhood,cold,183
7,neighborhood,cold,183
4,neighborhood,hot,184
2,neighborhood,hot,186
3,neighborhood,hot,186
4,neighborhood,hot,186
5,neighborhood,hot,186
6,neighborhood,hot,186
7,neighborhood,hot,186
7,neighborhood,cold,189
5,neighborhood,hot,191
6,neighborhood,hot,191
7,neighborhood,hot,191
4,neighborhood,cold,192
3,neighborhood,hot,193
4,neighborhood,hot,193
4,neighborhood,cold,194
7,neighborhood,hot,194
6,neighborhood,cold,195
7,neighborhood,cold,195
4,neighborhood,cold,196
5,neighborhood,cold,196
6,neighborhood,cold,196
3,neighborhood,cold,197
4,neighborhood,cold,197
5,neighborhood,cold,197
3,neighborhood,cold,200
2,neighborhood,cold,201
3,neighborhood,cold,201
4,neighborhood,cold,201
2,neighborhood,cold,202
5,neighborhood,cold,205
5,neighborhood,cold,206
7,neighborhood,cold,206
3,neighborhood,cold,207
4,neighborhood,cold,207
5,neighborhood,cold,207
7,neighborhood,cold,207
3,neighborhood,cold,209
1,neighborhood,hot,210
2,neighborhood,hot,210
3,neighborhood,hot,210
5,neighborhood,hot,210
6,neighborhood,hot,210
7,neighborhood,hot,210
3,neighborhood,cold,213
4,neighborhood,cold,213
5,neighborhood,cold,213
6,neighborhood,cold,213
7,neighborhood,cold,213
3,neighborhood,cold,214
6,neighborhood,cold,214
2,neighborhood,hot,215
3,neighborhood,hot,215
4,neighborhood,hot,215
5,neighborhood,hot,215
6,neighborhood,hot,215
7,neighborhood,hot,215
6,neighborhood,cold,218
3,neighborhood,cold,220
6,neighborhood,cold,220
7,neighborhood,cold,220
6,neighborhood,cold,221
7,neighborhood,cold,221
6,neighborhood,hot,223
7,neighborhood,hot,223
5,neighborhood,cold,224
4,neighborhood,hot,226
5,neighborhood,hot,226
6,neighborhood,hot,226
7,neighborhood,hot,226
3,neighborhood,hot,228
4,neighborhood,hot,228
6,neighborhood,hot,228
7,neighborhood,hot,228
4,neighborhood,hot,229
6,neighborhood,cold,230
5,neighborhood,hot,231
6,neighborhood,cold,232
3,neighborhood,cold,233
7,neighborhood,hot,233
2,neighborhood,hot,234
5,neighborhood,hot,234
6,neighborhood,hot,234
7,neighborhood,hot,234
3,neighborhood,cold,235
4,neighborhood,cold,235
5,neighborhood,cold,235
6,neighborhood,hot,235
7,neighborhood,hot,235
2,neighborhood,hot,238
6,neighborhood,cold,238
7,neighborhood,cold,238
4,neighborhood,hot,239
5,neighborhood,hot,239
6,neighborhood,hot,239
7,neighborhood,hot,239
4,neighborhood,cold,240
2,neighborhood,hot,242
3,neighborhood,hot,242
2,neighborhood,hot,243
3,neighborhood,hot,243
4,neighborhood,hot,243
5,neighborhood,hot,243
6,neighborhood,hot,243
7,neighborhood,hot,243
1,neighborhood,hot,244
2,neighborhood,hot,244
3,neighborhood,hot,244
4,neighborhood,hot,244
5,neighborhood,hot,244
6,neighborhood,hot,244
7,neighborhood,hot,244
4,neighborhood,cold,245
5,neighborhood,cold,245
6,neighborhood,cold,245
7,neighborhood,cold,245
3,neighborhood,hot,247
5,neighborhood,cold,248
6,neighborhood,cold,248
3,neighborhood,hot,250
6,neighborhood,cold,250
7,neighborhood,hot,250
3,neighborhood,hot,252
4,neighborhood,hot,252
6,neighborhood,hot,252
6,neighborhood,cold,254
7,neighborhood,cold,254
4,neighborhood,hot,255
5,neighborhood,hot,255
5,neighborhood,cold,256
7,neighborhood,hot,260
3,neighborhood,cold,262
4,neighborhood,cold,262
5,neighborhood,cold,262
6,neighborhood,cold,262
7,neighborhood,cold,262
5,neighborhood,cold,264
2,neighborhood,cold,265
3,neighborhood,hot,265
2,neighborhood,cold,267
3,neighborhood,hot,267
6,neighborhood,hot,267
3,neighborhood,cold,268
4,neighborhood,cold,270
3,neighborhood,hot,272
4,neighborhood,hot,272
5,neighborhood,hot,272
6,neighborhood,hot,272
7,neighborhood,hot,272
3,neighborhood,hot,274
4,neighborhood,hot,274
5,neighborhood,hot,274
6,neighborhood,hot,274
7,neighborhood,hot,274
6,neighborhood,hot,278
2,neighborhood,hot,280
4,neighborhood,cold,283
6,neighborhood,cold,283
7,neighborhood,cold,283
5,neighborhood,cold,287
6,neighborhood,cold,290
3,neighborhood,cold,291
4,neighborhood,cold,291
3,neighborhood,cold,293
7,neighborhood,cold,293
3,neighborhood,hot,294
4,neighborhood,hot,294
5,neighborhood,hot,294
7,neighborhood,cold,295
5,neighborhood,hot,298
6,neighborhood,hot,298
7,neighborhood,hot,298
3,neighborhood,hot,301
7,neighborhood,hot,302
1,neighborhood,hot,303
2,neighborhood,hot,305
5,neighborhood,hot,305
6,neighborhood,hot,305
2,neighborhood,hot,306
3,neighborhood,hot,307
6,neighborhood,hot,307
2,neighborhood,hot,308
3,neighborhood,hot,308
5,neighborhood,cold,308
6,neighborhood,cold,308
2,neighborhood,hot,309
4,neighborhood,hot,309
5,neighborhood,hot,309
6,neighborhood,hot,309
7,neighborhood,hot,309
6,neighborhood,hot,313
3,neighborhood,hot,315
5,neighborhood,hot,315
6,neighborhood,hot,315
7,neighborhood,hot,315
3,neighborhood,hot,316
5,neighborhood,cold,316
4,neighborhood,cold,318
6,neighborhood,cold,318
7,neighborhood,cold,318
2,neighborhood,cold,319
6,neighborhood,cold,319
7,neighborhood,cold,319
6,neighborhood,cold,320
7,neighborhood,cold,320
2,neighborhood,cold,322
5,neighborhood,hot,322
6,neighborhood,hot,322
2,neighborhood,cold,323
5,neighborhood,cold,324
6,neighborhood,cold,324
7,neighborhood,cold,324
3,neighborhood,cold,325
5,neighborhood,cold,325
7,neighborhood,cold,325
3,neighborhood,hot,326
3,neighborhood,hot,327
5,neighborhood,cold,327
6,neighborhood,cold,327
7,neighborhood,cold,327
3,neighborhood,hot,328
5,neighborhood,hot,328
6,neighborhood,hot,328
7,neighborhood,hot,328
3,neighborhood,cold,330
4,neighborhood,cold,330
2,neighborhood,hot,333
4,neighborhood,cold,333
5,neighborhood,cold,333
6,neighborhood,cold,333
2,neighborhood,hot,334
3,neighborhood,hot,334
4,neighborhood,hot,334
5,neighborhood,hot,334
6,neighborhood,hot,334
7,neighborhood,hot,334
2,neighborhood,hot,335
3,neighborhood,hot,335
4,neighborhood,hot,335
5,neighborhood,hot,335
6,neighborhood,hot,335
7,neighborhood,hot,335
3,neighborhood,cold,336
6,neighborhood,cold,336
7,neighborhood,cold,336
2,neighborhood,hot,337
3,neighborhood,hot,337
4,neighborhood,hot,337
5,neighborhood,hot,337
6,neighborhood,hot,337
7,neighborhood,hot,337
4,neighborhood,cold,338
5,neighborhood,cold,338
6,neighborhood,cold,338
7,neighborhood,cold,338
2,neighborhood,hot,339
3,neighborhood,hot,339
3,neighborhood,hot,340
4,neighborhood,hot,340
5,neighborhood,hot,340
7,neighborhood,hot,340
4,neighborhood,hot,342
5,neighborhood,hot,342
6,neighborhood,hot,342
7,neighborhood,hot,342
6,neighborhood,cold,344
7,neighborhood,cold,344
3,neighborhood,hot,346
4,neighborhood,hot,346
5,neighborhood,hot,346
6,neighborhood,hot,346
7,neighborhood,hot,346
3,neighborhood,hot,347
4,neighborhood,hot,347
7,neighborhood,hot,347
2,neighborhood,hot,348
4,neighborhood,cold,348
5,neighborhood,cold,348
6,neighborhood,cold,348
7,neighborhood,cold,348
4,neighborhood,cold,349
6,neighborhood,cold,349
3,neighborhood,hot,351
3,neighborhood,hot,352
4,neighborhood,hot,352
3,neighborhood,hot,356
2,neighborhood,hot,357
4,neighborhood,hot,357
5,neighborhood,hot,357
6,neighborhood,hot,357
7,neighborhood,hot,357
3,neighborhood,cold,358
4,neighborhood,cold,358
5,neighborhood,cold,358
6,neighborhood,cold,358
7,neighborhood,cold,358
6,neighborhood,cold,359
7,neighborhood,cold,359
5,neighborhood,cold,360
7,neighborhood,cold,360
5,neighborhood,cold,361
6,neighborhood,cold,361
7,neighborhood,cold,361
2,neighborhood,hot,362
3,neighborhood,hot,362
4,neighborhood,hot,362
5,neighborhood,hot,362
6,neighborhood,hot,362
7,neighborhood,hot,362
5,neighborhood,cold,365
6,neighborhood,cold,365
7,neighborhood,cold,365
3,neighborhood,cold,366
5,neighborhood,cold,366
7,neighborhood,cold,366
3,neighborhood,cold,369
4,neighborhood,cold,369
5,neighborhood,cold,369
6,neighborhood,cold,369
7,neighborhood,cold,369
2,neighborhood,hot,370
4,neighborhood,hot,374
2,neighborhood,hot,376
3,neighborhood,hot,376
4,neighborhood,hot,376
2,neighborhood,hot,378
3,neighborhood,hot,378
4,neighborhood,hot,378
5,neighborhood,hot,378
6,neighborhood,hot,378
7,neighborhood,hot,378
7,neighborhood,cold,379
3,neighborhood,cold,380
3,neighborhood,cold,381
4,neighborhood,cold,381
5,neighborhood,cold,381
6,neighborhood,cold,381
7,neighborhood,cold,381
7,neighborhood,cold,382
4,neighborhood,hot,383
5,neighborhood,cold,383
7,neighborhood,cold,383
4,neighborhood,hot,384
5,neighborhood,hot,384
7,neighborhood,hot,384
5,neighborhood,cold,385
6,neighborhood,cold,385
7,neighborhood,cold,385
4,neighborhood,cold,387
3,neighborhood,hot,388
5,neighborhood,hot,388
6,neighborhood,hot,389
5,neighborhood,cold,392
6,neighborhood,cold,394
7,neighborhood,cold,394
2,neighborhood,hot,395
2,neighborhood,hot,398
6,neighborhood,hot,398
7,neighborhood,hot,398
5,neighborhood,cold,399
5,neighborhood,cold,402
7,neighborhood,cold,402
6,neighborhood,cold,403
7,neighborhood,cold,403
2,neighborhood,cold,405
3,neighborhood,cold,405
4,neighborhood,cold,405
5,neighborhood,cold,405
6,neighborhood,cold,405
7,neighborhood,cold,405
3,neighborhood,hot,411
4,neighborhood,hot,411
5,neighborhood,hot,411
6,neighborhood,hot,411
2,neighborhood,hot,412
6,neighborhood,cold,413
3,neighborhood,cold,414
2,neighborhood,hot,415
4,neighborhood,hot,416
2,neighborhood,hot,418
3,neighborhood,hot,418
4,neighborhood,hot,418
5,neighborhood,hot,418
6,neighborhood,hot,418
7,neighborhood,hot,418
2,neighborhood,hot,419
7,neighborhood,hot,420
5,neighborhood,cold,422
6,neighborhood,cold,422
7,neighborhood,cold,422
3,neighborhood,hot,424
4,neighborhood,hot,424
2,neighborhood,cold,426
3,neighborhood,hot,426
7,neighborhood,hot,426
4,neighborhood,cold,428
6,neighborhood,cold,429
2,neighborhood,cold,430
3,neighborhood,cold,430
5,neighborhood,cold,430
6,neighborhood,hot,431
5,neighborhood,cold,432
6,neighborhood,cold,432
7,neighborhood,cold,432
3,neighborhood,cold,434
7,neighborhood,hot,435
2,neighborhood,hot,437
5,neighborhood,hot,437
6,neighborhood,hot,437
7,neighborhood,hot,437
4,neighborhood,cold,438
7,neighborhood,cold,438
5,neighborhood,hot,439
6,neighborhood,hot,439
7,neighborhood,hot,439
6,neighborhood,cold,440
3,neighborhood,cold,441
4,neighborhood,cold,441
2,neighborhood,hot,448
3,neighborhood,hot,448
4,neighborhood,hot,448
5,neighborhood,hot,448
6,neighborhood,hot,448
